บันทึกแล้ว,Stat,    งวด,Unnamed: 3,ผู้ใช้,G/L,กลับรายการ,เลขเอกสาร,Pstng Date,ว/ทเอกสาร,ประเภท,ศ.เงินทุน,ศ.ต้นทุน,Bus. Process,ผลิตภัณฑ์/,Carrier/Op,เซกเมนต์,ศูนย์กำไร,BP,    Amt in loc.cur.,Tx,ข้อความ,ส/ท ซ่อม,SNoซ,วัสดุ,เงื่อนไข1,เงื่อนไข2
,ต-ค่าเช่าอาคารสถานที่,,,,51641103,,,,,,,,,,,,,,"-336,776.11",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่ายานพาหนะ,,,,51641107,,,,,,,,,199990000,,,,,"5,102,850.00",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่ายานพาหนะ,,,,51641107,,,,,,,,,,,,,,"5,102,850.00",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าเครื่องวิทยุคมนาคม,,,,51641108,,,,,,,,,199990000,,,,,"536,815.94",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าเครื่องวิทยุคมนาคม,,,,51641108,,,,,,,,,,,,,,"536,815.94",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
05.04.2024,ต-ค่าเช่าเครื่องและอุปกรณ์โทรคมนาคม,4,,EPSD0203,51641109,,8100003234,01.04.2024,05.01.2024,WE,1J40100,1J40100,,102010503,,10201,,,"299,040.00",,งวดที่ 8,,,7001842,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าเครื่องและอุปกรณ์โทรคมนาคม,,,,51641109,,,,,,,,,102010503,,,,,"299,040.00",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าเครื่องและอุปกรณ์โทรคมนาคม,,,,51641109,,,,,,,,,199990000,,,,,"374,572.72",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าเครื่องและอุปกรณ์โทรคมนาคม,,,,51641109,,,,,,,,,,,,,,"673,612.72",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าระบบโครงข่าย,,,,51641110,,,,,,,,,199990000,,,,,"1,027,583.34",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าระบบโครงข่าย,,,,51641110,,,,,,,,,,,,,,"1,027,583.34",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าอุปกรณ์อิเล็คทรอนิกส์ (Node B)-HSPA,,,,51641111,,,,,,,,,199990000,,,,,"293,184,608.02",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าอุปกรณ์อิเล็คทรอนิกส์ (Node B)-HSPA,,,,51641111,,,,,,,,,,,,,,"293,184,608.02",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าระบบสื่อสัญญาณ (TRANSMISSION)-HSPA,,,,51641112,,,,,,,,,199990000,,,,,"358,497,799.04",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าระบบสื่อสัญญาณ (TRANSMISSION)-HSPA,,,,51641112,,,,,,,,,,,,,,"358,497,799.04",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าเสาโทรคมนาคม-HSPA,,,,51641113,,,,,,,,,199990000,,,,,"217,014,224.00",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าเสาโทรคมนาคม-HSPA,,,,51641113,,,,,,,,,,,,,,"217,014,224.00",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าอุปกรณ์โครงข่ายหลัก-HSPA,,,,51641114,,,,,,,,,199990000,,,,,"39,559,431.42",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าอุปกรณ์โครงข่ายหลัก-HSPA,,,,51641114,,,,,,,,,,,,,,"39,559,431.42",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าบริการบำรุงรักษาดูแลจัดการเครื่อง&อุปกรณ์HSPA,,,,51641115,,,,,,,,,199990000,,,,,"441,290,594.60",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าบริการบำรุงรักษาดูแลจัดการเครื่อง&อุปกรณ์HSPA,,,,51641115,,,,,,,,,,,,,,"441,290,594.60",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่า-ตามสัญญาใช้ไฟฟ้าโซล่ารูฟ,,,,51641116,,,,,,,,,199990000,,,,,"245,888.06",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่า-ตามสัญญาใช้ไฟฟ้าโซล่ารูฟ,,,,51641116,,,,,,,,,,,,,,"245,888.06",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
01.04.2024,ต-ค่าใช้พื้นที่เขตทางหลวง,3,,ECWRCS03,51641117,6410005536,6410005329,31.03.2024,31.03.2024,SC,2R10208,2R10208,,181030004,,18103,,652,"31,740.00",VX,คชจ.ค่าใช้เขตพื้นที่ทางหลวง มีค. 67,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
02.04.2024,ต-ค่าใช้พื้นที่เขตทางหลวง,4,,ECWRCS03,51641117,6410005329,6410005536,01.04.2024,31.03.2024,SC,2R10208,2R10208,,181030004,,18103,,652,"-31,740.00",VX,คชจ.ค่าใช้เขตพื้นที่ทางหลวง มีค. 67,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าใช้พื้นที่เขตทางหลวง,,,,51641117,,,,,,,,,181030004,,,,,0,,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าใช้พื้นที่เขตทางหลวง,,,,51641117,,,,,,,,,199990000,,,,,"-15,657.36",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าใช้พื้นที่เขตทางหลวง,,,,51641117,,,,,,,,,,,,,,"-15,657.36",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าใช้ระบบสื่อสัญญาณระยะยาว-HSPA,,,,51641118,,,,,,,,,199990000,,,,,0,,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าใช้ระบบสื่อสัญญาณระยะยาว-HSPA,,,,51641118,,,,,,,,,,,,,,0,,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าอื่น,,,,51641199,,,,,,,,,199990000,,,,,"-10,551.82",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ต-ค่าเช่าอื่น,,,,51641199,,,,,,,,,,,,,,"-10,551.82",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ข-ค่าเช่าที่ดิน,,,,53641101,,,,,,,,,199990000,,,,,"1,907.40",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ข-ค่าเช่าที่ดิน,,,,53641101,,,,,,,,,,,,,,"1,907.40",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ข-ค่าเช่าที่ดินตัดจ่าย,,,,53641102,,,,,,,,,199990000,,,,,"37,374.73",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ข-ค่าเช่าที่ดินตัดจ่าย,,,,53641102,,,,,,,,,,,,,,"37,374.73",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ข-ค่าเช่าอาคารสถานที่,,,,53641103,,,,,,,,,199990000,,,,,"22,500.00",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ข-ค่าเช่าอาคารสถานที่,,,,53641103,,,,,,,,,,,,,,"22,500.00",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ข-ค่าใช้อาคารสถานที่,,,,53641104,,,,,,,,,199990000,,,,,"7,558.90",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ข-ค่าใช้อาคารสถานที่,,,,53641104,,,,,,,,,,,,,,"7,558.90",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ข-ค่าเช่าเครื่องตกแต่งและเครื่องใช้สนง.,,,,53641105,,,,,,,,,199990000,,,,,"367,679.69",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ข-ค่าเช่าเครื่องตกแต่งและเครื่องใช้สนง.,,,,53641105,,,,,,,,,,,,,,"367,679.69",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ข-ค่าเช่ายานพาหนะ,,,,53641107,,,,,,,,,199990000,,,,,"362,569.50",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ข-ค่าเช่ายานพาหนะ,,,,53641107,,,,,,,,,,,,,,"362,569.50",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ข-ค่าเช่า-ตามสัญญาใช้ไฟฟ้าโซล่ารูฟ,,,,53641116,,,,,,,,,199990000,,,,,"11,101.50",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,ข-ค่าเช่า-ตามสัญญาใช้ไฟฟ้าโซล่ารูฟ,,,,53641116,,,,,,,,,,,,,,"11,101.50",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าเช่าที่ดิน,,,,54641101,,,,,,,,,199990000,,,,,"-3,255,320.72",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าเช่าที่ดิน,,,,54641101,,,,,,,,,,,,,,"-3,255,320.72",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าเช่าที่ดินตัดจ่าย,,,,54641102,,,,,,,,,199990000,,,,,"309,155.25",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าเช่าที่ดินตัดจ่าย,,,,54641102,,,,,,,,,,,,,,"309,155.25",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าเช่าอาคารสถานที่,,,,54641103,,,,,,,,,199990000,,,,,"1,432,398.00",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าเช่าอาคารสถานที่,,,,54641103,,,,,,,,,,,,,,"1,432,398.00",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าใช้อาคารสถานที่,,,,54641104,,,,,,,,,199990000,,,,,"37,745.84",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าใช้อาคารสถานที่,,,,54641104,,,,,,,,,,,,,,"37,745.84",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าเช่าเครื่องตกแต่งและเครื่องใช้สนง.,,,,54641105,,,,,,,,,199990000,,,,,"3,956,367.35",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าเช่าเครื่องตกแต่งและเครื่องใช้สนง.,,,,54641105,,,,,,,,,,,,,,"3,956,367.35",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าเช่าเครื่องมือและอุปกรณ์,,,,54641106,,,,,,,,,199990000,,,,,"15,935.00",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าเช่าเครื่องมือและอุปกรณ์,,,,54641106,,,,,,,,,,,,,,"15,935.00",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าเช่ายานพาหนะ,,,,54641107,,,,,,,,,199990000,,,,,"62,543.00",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าเช่ายานพาหนะ,,,,54641107,,,,,,,,,,,,,,"62,543.00",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าเช่า-ตามสัญญาใช้ไฟฟ้าโซล่ารูฟ,,,,54641116,,,,,,,,,199990000,,,,,"530,762.32",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
,บ-ค่าเช่า-ตามสัญญาใช้ไฟฟ้าโซล่ารูฟ,,,,54641116,,,,,,,,,,,,,,"530,762.32",,,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
